longitude;latitude;code_commune_station;libelle
1.76913082;49.321995625;60211;ERAGNY-SUR-EPTE
1.710784238;49.402433284;27098;BOUCHEVILLIERS
1.75841252;49.272438315;27284;GISORS
1.68956453;49.150901899;95011;AMBLEVILLE
1.64482001;49.119500362;27262;FOURGES
1.488942995;49.096330409;27681;VERNON
1.488942995;49.096330409;27681;VERNON
1.488942995;49.096330409;27681;VERNON
1.488942995;49.096330409;27681;VERNON
2.7008921;47.922290853;45283;SAINT-HILAIRE-SUR-PUISEAUX
1.387711094;49.166408963;27275;GAILLON
1.385679807;49.167343935;27275;GAILLON
1.436204387;49.248461703;27016;ANDELYS
1.237776055;49.31118552;27474;POSES
1.241274943;49.308593038;27474;POSES
1.241274943;49.308593038;27474;POSES
1.237776055;49.31118552;27474;POSES
1.493094544;49.582853392;76544;ROUVRAY-CATILLON
1.383400557;49.444951216;27672;VASCŒUIL
1.326070555;49.353827549;27487;RADEPONT
1.150022757;49.310007824;27469;PONT-DE-L'ARCHE
2.675656766;48.002885449;45247;PANNES
2.63714543;48.110543507;45114;COURTEMPIERRE
2.63714543;48.110543507;45114;COURTEMPIERRE
1.205047075;48.44823808;28099;CHUISNES
2.427537525;48.257724337;77046;BOULANCOURT
1.291192655;48.449158817;28350;SAINT-LUPERCE
2.101759969;48.332963246;91390;MEREVILLE
1.477223775;48.386346937;28403;VER-LES-CHARTRES
1.498980903;48.441954003;28085;CHARTRES
1.483793322;48.46726995;28209;LEVES
1.435917087;48.471552724;28229;MAINVILLIERS
1.710040733;48.509126403;28425;YMERAY
1.590845032;48.615420599;28352;SAINT-MARTIN-DE-NIGELLES
1.442183941;48.700852684;28082;CHARPONT
1.34497183;48.703708731;28171;GARNAY
1.304962206;48.672954269;28014;AUNAY-SOUS-CRECY
1.379648722;48.77678274;28267;MONTREUIL
1.379891235;48.776718416;28267;MONTREUIL
1.379365749;48.777083556;28267;MONTREUIL
0.829093908;48.698718445;27521;SAINT-CHRISTOPHE-SUR-AVRE
1.104789503;48.761915156;27002;ACON
1.199875606;48.769179957;27438;NONANCOURT
1.328200785;48.7605918;27423;MUZY
1.376915068;48.792029301;27543;SAINT-GEORGES-MOTEL
1.37670564;48.792090349;27543;SAINT-GEORGES-MOTEL
1.513377543;48.845942654;28355;SAINT-OUEN-MARCHEFROY
1.378224742;49.01307446;27448;PACY-SUR-EURE
1.208807304;49.114382066;27124;CAILLY-SUR-EURE
0.60166796;48.689726985;61422;ASPRES
0.663760702;48.713590698;61140;CRULAI
0.806942127;48.775044922;27108;BOURTH
0.921345727;48.805016904;27573;SAINT-NICOLAS-D'ATTEZ
1.06951927;48.869286916;27198;MESNILS-SUR-ITON
1.075733037;48.910739799;27387;MANTHELON
1.038483814;48.965072476;27281;GAUDREVILLE-LA-RIVIERE
0.996037758;48.977240121;27287;GLISOLLES
0.996037758;48.977240121;27287;GLISOLLES
1.042843443;48.992377941;27082;BONNEVILLE-SUR-ITON
1.150897013;49.080570906;27439;NORMANVILLE
1.177680812;49.224003868;27375;LOUVIERS
1.013129229;49.292510095;76231;ELBEUF
1.103415254;49.338471815;76484;OISSEL
5.282944249;47.954338704;52432;ROLAMPONT
5.248547394;48.012034938;52315;MARNAY-SUR-MARNE
5.281335062;48.038429882;52295;LOUVIERES
1.146773223;49.440346913;76212;DARNETAL
1.148745049;49.436888773;76212;DARNETAL
1.071962329;49.443323326;76540;ROUEN
5.154544208;48.126355619;52121;CHAUMONT
5.138012375;48.141464196;52141;CONDES
5.186556599;47.987861186;52538;VILLIERS-SUR-SUIZE
5.11957625;48.115719314;52121;CHAUMONT
1.222488609;49.57917109;76152;CAILLY
1.127045462;49.561182595;76271;FONTAINE-LE-BOURG
1.047183811;49.488418107;76474;NOTRE-DAME-DE-BONDEVILLE
5.316249529;48.209601013;52061;BOURDONS-SUR-ROGNON
1.01184828;49.385761125;76497;PETIT-COURONNE
0.928107796;49.353873234;76131;BOUILLE
0.921635025;49.402452203;76419;MAUNY
0.874162641;49.480417535;76222;DUCLAIR
5.36812077;48.24727098;52423;RIMAUCOURT
5.378496515;48.28606646;52245;HUMBERVILLE
0.92170892;49.518786829;76631;SAINT-PAER
0.895933901;49.499057672;76222;DUCLAIR
5.165229293;48.343832856;52177;DOULAINCOURT-SAUCOURT
0.914052706;49.516551619;76631;SAINT-PAER
4.929910143;48.637486881;52448;SAINT-DIZIER
4.953179654;48.632770713;52448;SAINT-DIZIER
4.929910143;48.637486881;52448;SAINT-DIZIER
5.143338722;48.442816749;52250;JOINVILLE
5.040313905;48.606232323;52099;CHAMOUILLEY
5.16109593;48.376003257;52346;MUSSEY-SUR-MARNE
4.9591542;48.293763834;52140;COLOMBEY LES DEUX EGLISES
4.93071016;48.515805246;52294;LOUVEMONT
4.930715525;48.515808799;52294;LOUVEMONT
4.957306889;48.302488463;52160;DAILLANCOURT
4.587473264;48.700911467;51262;FRIGNICOURT
4.587459406;48.700902655;51262;FRIGNICOURT
0.866920489;49.413143882;76436;MESNIL-SOUS-JUMIEGES
0.815662417;49.44805162;76362;HEURTEAUVILLE
5.068390596;48.703176758;55470;SAUDRUPT
4.999611621;48.784962633;55340;MOGNEVILLE
5.273665664;48.539909691;55348;MONTIERS-SUR-SAULX
5.419361501;48.600535161;55459;SAINT-JOIRE
0.726201742;49.525761562;76164;RIVES-EN-SEINE
0.722275375;49.525535034;76164;RIVES-EN-SEINE
0.701638907;49.546256208;76418;MAULEVRIER-SAINTE-GERTRUDE
0.714335675;49.523623425;76164;RIVES-EN-SEINE
0.66924225;49.480353085;76727;VATTEVILLE-LA-RUE
0.624559942;49.432187794;27006;AIZIER
0.54972265;49.46025345;76499;PETIVILLE
5.282431972;48.721623855;55519;TRONVILLE-EN-BARROIS
5.128299031;48.795317133;55186;FAINS-VEEL
5.09941941;48.811644432;55366;VAL-D'ORNAIN
0.487740267;49.551779887;76329;GRUCHET-LE-VALASSE
0.532851018;49.516353138;76384;LILLEBONNE
0.536185766;49.504675589;76384;LILLEBONNE
0.536385658;49.509677196;76384;LILLEBONNE
0.467192821;49.476890837;76684;TANCARVILLE
5.054106194;48.883727568;55569;VILLOTTE-DEVANT-LOUPPY
4.88493767;48.819222248;51057;BETTANCOURT-LA-LONGUE
4.758148243;48.801363235;51218;VAL-DE-VIERE
4.626324546;48.746151576;51647;VITRY-EN-PERTHOIS
4.697284774;48.74719693;51094;BRUSSON
4.505038808;48.838972996;51141;CHAUSSEE-SUR-MARNE
4.353723063;48.950951321;51108;CHALONS-EN-CHAMPAGNE
4.353723063;48.950951321;51108;CHALONS-EN-CHAMPAGNE
4.353723063;48.950951321;51108;CHALONS-EN-CHAMPAGNE
4.353877678;48.951120456;51108;CHALONS-EN-CHAMPAGNE
4.353723063;48.950951321;51108;CHALONS-EN-CHAMPAGNE
4.175239181;49.04300701;51161;CONDE-SUR-MARNE
4.339680651;48.902011207;51227;ECURY-SUR-COOLE
4.202137901;48.838847923;51556;SOUDRON
3.947832916;49.026195819;51431;PIERRY
3.860433237;49.070303942;51204;DAMERY
3.674375861;49.093377654;51609;VERNEUIL
3.516276607;49.059983585;2484;MEZY-MOULINS
3.688472954;48.850614718;51570;THOULT-TROSNAY
3.234051638;49.275883468;2438;LONGPONT
3.249307198;49.194286799;2192;CHOUY
0.430946285;48.718036538;61150;ECHAUFFOUR
0.581111758;48.748872899;61342;RAI
4.970668023;49.019222018;51424;PASSAVANT-EN-ARGONNE
4.914314557;49.067920606;51610;VERRIERES
4.911758787;49.052428424;51138;CHATRICES
0.710239413;48.822095344;27502;RUGLES
4.823200291;49.067679056;51211;DOMMARTIN-DAMPIERRE
0.743674684;48.952759299;27088;BOSC-RENOULT-EN-OUCHE
0.814920403;49.030154418;27300;GROSLEY-SUR-RISLE
4.969963963;49.142318091;55116;CLAON
0.60340297;48.85876244;61191;GLOS-LA-FERRIERE
0.594409425;48.85154597;61191;GLOS-LA-FERRIERE
0.789022568;48.984918738;27007;AJOU
0.799839826;49.047068778;27300;GROSLEY-SUR-RISLE
0.808378297;49.034118991;27040;BARQUET
0.759834916;49.091746041;27050;BEAUMONTEL
0.482098513;48.848856556;61047;BOCQUENCE
5.208425253;48.964104607;55040;BEAUSITE
0.503496819;48.914995837;27395;MELICOURT
0.484394926;48.94500658;27414;MONTREUIL-L'ARGILLE
5.084979939;49.145758482;55014;AUBREVILLE
0.516332369;48.978969852;27660;TRINITE-DE-REVILLE
0.53019788;49.007873999;27117;BROGLIE
0.568641961;49.02415949;27239;FERRIERES-SAINT-HILAIRE
0.600698912;49.085282624;27056;BERNAY
5.034015724;49.227292139;55527;VARENNES-EN-ARGONNE
0.665820968;49.041129296;27296;GRANCHAIN
0.600698912;49.085282624;27056;BERNAY
0.71868221;49.109876041;27622;SERQUIGNY
0.514854092;48.977810747;27660;TRINITE-DE-REVILLE
4.930044169;49.351204539;8098;CHAMPIGNEULLE
4.931003061;49.386372468;8470;VERPEL
4.903247318;49.334069053;8120;CHEVIERES
0.714759598;49.183882705;27116;BRIONNE
4.782841618;49.308086498;8310;MOURON
4.703742022;49.403857683;8490;VOUZIERS
4.645237333;49.491581476;8364;RILLY-SUR-AISNE
4.538602338;49.491462874;8193;GIVRY
4.397408768;49.493056104;8064;BIERMES
0.694854113;49.242018124;27468;PONT-AUTHOU
0.58089832;49.340856041;27174;CORNEVILLE-SUR-RISLE
4.285829402;49.529597851;8048;BARBY
4.295296903;49.538692129;8150;ECLY
4.324086834;49.601117365;8240;JUSTINE-HERBIGNY
4.318590352;49.555653586;8234;INAUMONT
0.464758617;49.363602286;27656;TOUTAINVILLE
4.122671246;49.481890076;8024;ASFELD
4.100823479;49.42022086;8340;POILCOURT-SYDNEY
4.122920873;49.423802265;8229;HOUDILCOURT
4.481204256;49.390155322;8309;MONT-SAINT-REMY
4.237773941;49.415490801;8397;SAINT-REMY-LE-PETIT
4.023253919;49.383821397;2572;ORAINVILLE
4.318503155;49.300329743;51440;PONTFAVERGER-MORONVILLIERS
4.287821722;49.306540694;51529;SELLES
4.411744892;49.24411543;51216;DONTRIEN
3.900402917;49.401050557;2073;BERRY-AU-BAC
3.911336264;49.401660847;2073;BERRY-AU-BAC
3.903906926;49.39979294;2073;BERRY-AU-BAC
3.898659544;49.398405972;2073;BERRY-AU-BAC
3.820629731;49.40387413;2613;PONTAVERT
4.350907047;49.089073076;51078;BOUY
4.245136115;49.156279817;51530;SEPT-SAULX
4.122645319;49.206298373;51450;PUISIEULX
4.187531806;49.177902123;51044;BEAUMONT-SUR-VESLE
3.979757486;49.265048801;51474;SAINT-BRICE-COURCELLES
3.922076687;49.278314462;51109;CHALONS-SUR-VESLE
4.004035758;49.200907448;51631;VILLERS-AUX-NŒUDS
3.672861951;49.306948347;51250;FISMES
3.789768704;49.232674596;51245;FAVEROLLES-ET-COEMY
3.527082387;49.337094694;2110;BRAINE
3.479724527;49.374524324;2167;CHASSEMY
3.329727656;49.387004436;2722;SOISSONS
3.331268061;49.381623519;2722;SOISSONS
3.323401081;49.363888382;2722;SOISSONS
3.328048301;49.404261717;2245;CUFFIES
3.188693417;49.380065654;2011;AMBLENY
0.318478703;49.430802144;27233;FATOUVILLE-GRESTAIN
4.078194486;49.924151434;2381;HIRSON
4.078407298;49.924210469;2381;HIRSON
4.014788758;49.895810971;2574;ORIGNY-EN-THIERACHE
0.232790766;49.427784883;14333;HONFLEUR
3.69971916;49.898685401;2494;MONCEAU-SUR-OISE
3.66518872;49.89443572;2313;FLAVIGNY-LE-GRAND-ET-BEAURAIN
3.751598582;50.009344442;2558;NOUVION-EN-THIERACHE
3.659119904;49.957416497;2386;IRON
3.481800108;49.839592661;;
3.481800108;49.839592661;2575;ORIGNY-SAINTE-BENOITE
4.128931934;49.712456015;2666;ROZOY-SUR-SERRE
4.014892934;49.698327419;2502;MONTCORNET
3.666935677;49.684637538;2529;MORTIERS
3.717282419;49.692806897;2338;FROIDMONT-COHARTILLE
3.710233237;49.689909872;2338;FROIDMONT-COHARTILLE
3.692091402;49.679878331;2338;FROIDMONT-COHARTILLE
3.710233237;49.689909872;2338;FROIDMONT-COHARTILLE
3.647231768;49.635617035;2046;BARENTON-BUGNY
3.655033483;49.592134199;2157;CHAMBRY
3.483904746;49.692260143;2611;PONT-A-BUCY
3.280962989;49.625003278;2212;CONDREN
0.109763689;49.432266076;76351;HAVRE
0.114612432;49.483781485;76351;HAVRE
3.66559421;49.464095599;2158;CHAMOUILLE
3.543677209;49.48136654;2174;CHAVIGNON
3.626553453;49.4607945;2205;COLLIGIS-CRANDELAIN
0.277731619;49.500182449;76533;ROGERVILLE
0.209209143;49.59011433;76477;NOTRE-DAME-DU-BEC
3.52396383;49.500041;2155;CHAILLEVOIS
0.186444044;49.543394722;76447;MONTIVILLIERS
2.986516043;49.560397439;60610;SEMPIGNY
2.99957165;49.568639045;60471;NOYON
2.992425899;49.582037903;60471;NOYON
0.090720298;49.48446019;76351;HAVRE
2.963737485;49.555791517;60488;PASSEL
2.890819583;49.467636366;60501;PLESSIS-BRION
2.845815449;49.441774288;60156;CLAIROIX
2.846021303;49.441915552;60156;CLAIROIX
2.846037591;49.441928335;60156;CLAIROIX
2.778041786;49.473522007;60099;BRAISNES-SUR-ARONDE
2.68912206;49.482799531;60281;GOURNAY-SUR-ARONDE
2.690829012;49.483180402;60281;GOURNAY-SUR-ARONDE
2.640555248;49.491994376;60440;MOYENNEVILLE
2.616416224;49.500404641;60698;WACQUEMOULIN
2.805782197;49.413943335;60665;VENETTE
2.778417547;49.386089756;60325;JAUX
2.72996466;49.320557583;60667;VERBERIE
2.774262964;49.30682303;60578;SAINTINES
3.0338453;49.24168404;60658;VAUCIENNES
2.849979131;49.271108858;60274;GLAIGNES
2.461384681;49.287530053;60463;NOGENT-SUR-OISE
1.966194867;49.506469642;60084;BONNIERES
1.999087425;49.528796021;60590;SAINT-OMER-EN-CHAUSSEE
2.056236122;49.430446306;60277;GOINCOURT
2.083986575;49.426120161;60057;BEAUVAIS
2.378066252;49.262020868;60391;MAYSEL
2.55364605;49.199372912;60170;COURTEUIL
2.553632409;49.199363871;60170;COURTEUIL
2.688015926;49.103261891;60666;VER-SUR-LAUNETTE
2.208872927;49.197689055;60088;BORNEL
1.237498141;49.310866762;27474;POSES
1.237498141;49.310866762;27474;POSES
1.236442801;49.309151963;27474;POSES
1.237498141;49.310866762;27474;POSES
0.484836546;48.852576277;61506;VILLERS-EN-OUCHE
0.21061128;49.252565152;14500;PIERREFITTE-EN-AUGE
0.308731531;49.387515804;27243;FIQUEFLEUR-EQUAINVILLE
0.266006431;49.367552953;14299;GENNEVILLE
0.27769958;48.831501468;61252;MARDILLY
0.263781195;48.975335338;14459;MOUTIERS-HUBERT
0.217318342;49.109395629;14625;SAINT-MARTIN-DE-LA-LIEUE
0.253600574;49.131470429;14069;BEUVILLERS
0.186838415;49.287130612;14514;PONT-L'EVEQUE
0.240161845;49.250654497;14426;MESNIL-SUR-BLANGY
0.221537066;49.254589491;14399;MANNEVILLE-LA-PIPARD
0.320940749;49.218393874;14504;PIN
0.304091761;49.226815484;14104;BREVEDENT
0.302507857;49.205317109;14504;PIN
0.303436652;49.207514802;14104;BREVEDENT
0.305218256;49.224438943;14104;BREVEDENT
0.285827055;49.297403095;14032;AUTHIEUX-SUR-CALONNE
0.285827055;49.297403095;14032;AUTHIEUX-SUR-CALONNE
0.339710385;49.275279913;14085;BONNEVILLE-LA-LOUVET
0.191476829;49.291349438;14514;PONT-L'EVEQUE
0.170961845;49.264432982;14593;SAINT-HYMER
0.165134073;49.308507843;14185;COUDRAY-RABUT
-0.023538856;49.038451563;14099;BRETTEVILLE-SUR-DIVES
0.074785131;49.078722886;14313;GRANDCHAMP-LE-CHATEAU
-0.111773967;49.285744863;14117;CABOURG
0.074356827;48.814908493;61413;SAINT-LAMBERT-SUR-DIVE
0.132109754;48.626637922;61036;BELFONDS
-0.076505128;48.896908443;14053;BEAUMAIS
-0.160022615;48.911400762;14244;ERAINES
-0.036288929;49.022679483;14654;SAINT-PIERRE-EN-AUGE
-0.064835979;49.099230986;14387;MAGNY-LE-FREULE
-0.062550751;49.096733822;14387;MAGNY-LE-FREULE
-0.054542762;49.117092736;14527;BELLE VIE EN AUGE
-0.044192445;49.069018525;14422;MESNIL-MAUGER
0.212267857;48.904206181;61198;GUERQUESALLES
-0.031425023;49.137355427;14178;CORBON
-0.064908323;49.148878547;14410;MERY-BISSIERES-EN-AUGE
-0.016791226;49.163914381;14743;VICTOT-PONTFOL
-0.100453118;49.121496322;14208;CROISSANVILLE
-0.100453118;49.121496322;14208;CROISSANVILLE
-0.103465897;49.167891753;14651;SAINT-PIERRE-DU-JONQUET
-0.108652796;49.254922059;14724;VARAVILLE
-0.16363145;49.149427299;14020;ARGENCES
-0.062595775;49.239394056;14203;CRICQUEVILLE-EN-AUGE
-0.296931124;48.787963821;61340;RABODANGES
-0.296931124;48.787963821;61339;PUTANGES-LE-LAC
-0.541797375;48.807018514;61007;ATHIS-VAL DE ROUVRE
-0.510921594;49.123556694;14297;GAVRUS
-0.024655648;48.742942109;61006;ARGENTAN
0.100118857;48.753797388;61057;BOURG-SAINT-LEONARD
-0.083335615;48.692653974;61479;TANQUES
-0.12847971;48.714962644;61153;ECOUCHE-LES-VALLEES
-0.18482114;48.747731175;61127;COURBE
-0.184957034;48.747727548;61127;COURBE
-0.157900672;48.718084896;61473;SEVRAI
-0.322226332;48.683669451;61402;SAINT-HILAIRE-DE-BRIOUZE
-0.444697761;48.809830635;61478;TAILLEBOIS
-0.39797704;48.811726624;61465;SEGRIE-FONTAINE
-0.390835598;48.849862731;14427;MESNIL-VILLEMENT
-0.408996346;48.871004126;14764;PONT-D'OUILLY
-0.636385214;48.801097592;61445;SAINT-PIERRE-D'ENTREMONT
-0.607021884;48.910100157;14496;PERIGNY
-0.571720911;48.862600894;14585;SAINT-GERMAIN-DU-CRIOULT
-0.438439289;48.866812831;61069;CAHAN
-0.544625563;48.849606512;14174;CONDE-EN-NORMANDIE
-0.510202996;48.846868109;61447;SAINT-PIERRE-DU-REGARD
-0.66072205;48.743784856;61222;LANDISACQ
-0.656321822;48.743937793;61222;LANDISACQ
-0.659292428;48.737958238;61093;CHANU
-0.481141534;48.92651871;14162;CLECY
-0.466718192;49.033498264;14320;GRIMBOSQ
-0.482778091;48.989497015;14689;HOM
-0.4489545;49.065474676;14320;GRIMBOSQ
-0.31683521;49.004371687;14589;SAINT-GERMAIN-LE-VASSON
-0.353942465;49.057852086;14290;FRESNEY-LE-PUCEUX
-0.309075231;49.029641381;14719;URVILLE
-0.386368464;49.109625506;14408;MAY-SUR-ORNE
-0.390027738;49.154653156;14383;LOUVIGNY
-0.615101451;49.074080083;14241;EPINAY-SUR-ODON
-0.355407081;49.177211503;14118;CAEN
-0.354326796;49.180661068;14118;CAEN
-0.670721934;49.072672065;14389;MAISONCELLES-PELVEY
-0.615575734;49.162593978;14348;JUVIGNY-SUR-SEULLES
-0.530688331;49.291397603;14690;TIERCEVILLE
-0.464526672;49.302610624;14535;REVIERS
-0.449579756;49.241212315;14123;CAIRON
-0.932057187;48.815501559;14584;SAINT-GERMAIN-DE-TALLEVENDE-LA-LANDE-VAUMONT
-0.965008796;48.814187325;14611;SAINT-MANVIEU-BOCAGE
-0.964522731;48.812816701;14611;SAINT-MANVIEU-BOCAGE
-0.942795459;48.810735298;14584;SAINT-GERMAIN-DE-TALLEVENDE-LA-LANDE-VAUMONT
-0.912704884;48.817622689;14584;SAINT-GERMAIN-DE-TALLEVENDE-LA-LANDE-VAUMONT
-1.590017305;49.523736108;50579;SOTTEVAST
-0.900502577;48.843504139;14762;VIRE NORMANDIE
-0.889272612;48.86100497;14187;COULONCES
-0.888745643;48.947115841;14139;CARVILLE
-1.655211947;49.438805958;50082;BRICQUEBEC-EN-COTENTIN
-0.964648461;48.936136922;14395;MALLOUE
-1.055407971;48.974958567;50592;TESSY-BOCAGE
-1.018325598;49.055717867;50139;CONDE-SUR-VIRE
-1.091729369;49.085272663;50502;SAINT-LO
-1.130631246;49.259451194;50348;MONTMARTIN-EN-GRAIGNES
-1.007038397;49.201071217;50491;SAINT-JEAN-DE-SAVIGNY
-0.749087368;49.321156354;14391;MAISONS
-0.738172045;49.299527544;14680;SULLY
-0.793814346;49.316815967;14256;ETREHAM
-1.56473203;49.43764491;50285;MAGNEVILLE
-1.567017793;49.438665999;50370;NEHOU
-1.525495557;49.386631586;50551;SAINT-SAUVEUR-LE-VICOMTE
-1.525495557;49.386631586;50551;SAINT-SAUVEUR-LE-VICOMTE
-1.474489051;49.501934365;50615;VALOGNES
-1.381565744;49.434507257;50212;GOURBESVILLE
-1.364576947;49.400860028;50400;PICAUVILLE
-1.369686121;49.358346314;50052;BEUZEVILLE-LA-BASTILLE
-1.247821881;49.324354695;50099;CARENTAN LES MARAIS
-1.39323445;49.116585033;50550;SAINT-SAUVEUR-LENDELIN
-1.668023254;49.603830854;50294;MARTINVAST
-1.234114915;49.301835861;50485;SAINT-HILAIRE-PETITVILLE
-1.289138011;49.635061842;50013;ANNEVILLE-EN-SAIRE
-1.568185792;49.615640998;50203;GLACERIE
-1.624575768;49.621220204;50129;CHERBOURG-EN-COTENTIN
-1.711619258;49.611418469;50187;FLOTTEMANVILLE-HAGUE
-1.711216014;49.651187367;50416;QUERQUEVILLE
-1.819855153;49.595410163;50620;VASTEVILLE
-1.828493658;49.581687709;50238;HEAUVILLE
-1.827594285;49.572576002;50238;HEAUVILLE
-1.855629595;49.551513252;50604;TREAUVILLE
-1.467097303;49.108008343;50007;ANCTEVILLE
-1.096689109;48.803980226;14658;NOUES DE SIENNE
-1.073481251;48.802360526;14296;GAST
-1.067296445;48.800671137;14296;GAST
-1.048114702;48.807500616;14658;NOUES DE SIENNE
-1.194411811;48.839828031;50453;SAINTE-CECILE
-1.201701022;48.836996238;50453;SAINTE-CECILE
-1.388033859;48.898013902;50626;VER
-1.365176738;48.867056191;50320;MESNIL-ROGUES
-1.426509584;48.921041329;50109;CERENCES
-1.451671827;48.962224031;50605;TRELLY
-1.18913145;49.002118501;50581;SOULLES
-1.40703327;49.039354022;50376;NICORPS
-1.444313029;49.036393829;50147;COUTANCES
-1.542090764;48.897965804;50076;BREHAL
-1.556369628;48.850112477;50647;YQUELON
-1.53198888;48.784080348;50066;JULLOUVILLE
-1.53198888;48.784080348;50066;JULLOUVILLE
-1.016440782;48.712119679;50131;CHERENCE-LE-ROUSSEL
-1.261825033;48.708931261;50597;TIREPIED
-1.379888784;48.725532076;50276;LOLIF
-1.199543735;48.712114547;50074;BRECEY
-0.969946704;48.598371185;50381;NOTRE-DAME-DU-TOUCHET
-1.071908022;48.486959222;35162;LOUVIGNE-DU-DESERT
-1.073774334;48.480805755;53125;LANDIVY
-1.292804049;48.596227046;50448;SAINT-AUBIN-DE-TERREGATTE
-1.31394684;48.577408472;50553;SAINT-SENIER-DE-BEUVRON
-1.233497944;48.579264655;50168;DUCEY-LES CHERIS
-1.284163363;48.626212184;50168;DUCEY-LES CHERIS
-1.284163363;48.626212184;50168;DUCEY-LES CHERIS
-1.17695984;48.638229093;50256;ISIGNY-LE-BUAT
-1.318730489;48.525631123;50487;SAINT-JAMES
-1.259068236;48.641769084;50168;DUCEY-LES CHERIS
-1.196450736;48.375583015;35150;LECOUSSE
-1.200005251;48.374033486;35150;LECOUSSE
-1.430750755;48.312096249;35178;MEZIERES-SUR-COUESNON
-1.503785903;48.365470791;35244;ROMAZY
-1.435815393;48.427932361;35303;SAINT-OUEN-LA-ROUERIE
-1.323686429;48.406523314;35267;SAINT-ETIENNE-EN-COGLES
-1.688678546;48.525998802;35104;EPINIAC
-1.860841363;48.512711767;35224;PLERGUER
-1.85172199;48.668393245;35049;CANCALE
-2.167617862;48.254106819;22305;SAINT-JOUAN-DE-L'ISLE
-2.061141451;48.319521599;22069;GUENROC
-2.042997801;48.272685076;35171;MEDREAC
-2.081343703;48.565809561;22368;TREMEREUC
-2.074754496;48.550659045;22190;PLESLIN-TRIGAVOU
-2.333372418;48.402668614;22084;JUGON-LES-LACS - COMMUNE NOUVELLE
-2.383215744;48.371177709;22185;PLENEE-JUGON
-2.248394178;48.364962073;22145;MEGRIT
-2.322549736;48.459141373;22175;PLEDELIAC
-2.326114598;48.41455517;22084;JUGON-LES-LACS - COMMUNE NOUVELLE
-2.294981452;48.492086485;22200;PLEVEN
-2.360209208;48.593873022;22174;PLEBOULLE
-2.567963009;48.484562481;22002;ANDEL
-2.606062841;48.490325047;22044;COETMIEUX
-2.751962352;48.4667859;22176;PLEDRAN
-2.752292062;48.46682402;22176;PLEDRAN
-2.75165032;48.468145032;22176;PLEDRAN
-2.928549437;48.417142802;22059;FŒIL
-2.833333757;48.446553314;22307;SAINT-JULIEN
-2.841776501;48.490447555;22215;PLOUFRAGAN
-2.82723075;48.510232526;22215;PLOUFRAGAN
-2.848089763;48.467494161;22287;SAINT-DONAN
-2.852454577;48.601096867;22007;BINIC
-3.11450308;48.48321838;22322;SAINT-PEVER
-3.143147449;48.612090753;22358;TREGONNEAU
-3.167077104;48.690103398;22283;SAINT-CLET
-3.163261078;48.688830476;22283;SAINT-CLET
-2.951261524;48.481872123;22011;BOQUEHO
-3.068188944;48.705902709;22256;QUEMPER-GUEZENNEC
-3.27027241;48.713855131;22141;MANTALLOT
-3.256646117;48.782555491;22221;PLOUGUIEL
-3.589153822;48.502748745;29067;GUERLESQUIN
-3.563099042;48.523114608;29067;GUERLESQUIN
-3.48674512;48.53155745;22131;LOGUIVY-PLOUGRAS
-3.398423683;48.54709399;22005;BELLE-ISLE-EN-TERRE
-3.414354967;48.635780147;22245;PLUZUNET
-3.459837646;48.6868801;22211;PLOUBEZRE
-3.577470628;48.64685845;22350;TREDUDER
-3.645672122;48.556197147;29219;PONTHOU
-3.768656661;48.608219331;29059;GARLAN
-3.80033086;48.566755813;29191;PLOUGONVEN
-3.808657729;48.569899003;29151;MORLAIX
-3.796895199;48.566907483;29191;PLOUGONVEN
-3.817758411;48.46275698;29202;PLOUNEOUR-MENEZ
-3.831717566;48.547824589;29207;PLOURIN-LES-MORLAIX
-3.836522045;48.567827672;29207;PLOURIN-LES-MORLAIX
-3.838053065;48.587748157;29151;MORLAIX
-3.838280751;48.588656013;29151;MORLAIX
-3.923562758;48.585961505;29279;TAULE
-4.025062548;48.626651455;29148;MESPAUL
-4.019173725;48.675764049;29259;SAINT-POL-DE-LEON
-4.014156013;48.604890769;29148;MESPAUL
-4.076362215;48.615957212;29301;TREZILIDE
-4.076362215;48.615957212;29301;TREZILIDE
-4.172303607;48.64792025;29185;PLOUESCAT
-4.290544774;48.58548398;29198;PLOUIDER
-4.290544774;48.58548398;29198;PLOUIDER
-4.344675;48.550353807;29179;PLOUDANIEL
-4.389805896;48.549429314;29100;LANARVILY
-4.400485086;48.557093779;29126;LOC-BREVALAIRE
-4.361625222;48.531278249;29047;DRENNEC
-4.420496919;48.525773251;29160;PLABENNEC
-4.406722486;48.524177163;29160;PLABENNEC
-4.651458131;48.442781265;;
-4.680964457;48.45564803;29017;BRELES
-4.720813729;48.38426286;29282;TREBABU
-4.720813729;48.38426286;29282;TREBABU
-4.494994921;48.38225092;29019;BREST
-4.024025355;48.389986576;29277;SIZUN
-3.999976491;48.384566291;29038;COMMANA
-3.994064989;48.397181693;29038;COMMANA
-4.215666774;48.469418864;29237;ROCHE-MAURICE
-4.144294459;48.485850464;29180;PLOUDIRY
-4.220137299;48.469426409;29181;PLOUEDERN
-4.277205481;48.461767843;29103;LANDERNEAU
-4.266939736;48.45357176;29103;LANDERNEAU
-4.214608921;48.386902617;29086;IRVILLAC
-3.66767952;48.389194397;29227;POULLAOUEN
-3.686638028;48.386164763;29275;SCRIGNAC
